Option3Name,Option2Name,Title,Option1Name,ImageSrc,MultipleOptionValues2,MultipleOptionValues3,MultipleOptionValues1,Vendor,Type
Wheels,Colors,XD818 Heist,Size,http://wheelimages.kmcwheels.com/images/wheels/med/xd_series_818-20x10-1409-620-00_3001.png,"
SATIN BLACK MILLED
","2,4,5,6","16"" x 8"",17"" x 8"",17"" x 9"",18"" x 8"",18"" x 9"",20"" x 10"",20"" x 12"",20"" x 9""",KMC Wheels,Rims
Wheels,Colors,KM693 Maze,Size,http://wheelimages.kmcwheels.com/images/wheels/med/kmc_km693_18x8-1506-321-00-300.png,"
SILVER W MACHINED FACE
","2,4,5,6","17"" x 7"",18"" x 8"",20"" x 8.5""",KMC Wheels,Rims
Wheels,Colors,KM699,Size,http://wheelimages.kmcwheels.com/images/wheels/med/kmc_km6995_22x9-1603-385-00-300.png,"
SATIN BLACK W MACHINED FACE
","2,4,5,6","22"" x 9""",KMC Wheels,Rims
Wheels,Colors,KM693 Maze,Size,http://wheelimages.kmcwheels.com/images/wheels/med/kmc_km693_17x7-1506-320-00-300.png,"
PEARL GRAY W GLOSS BLACK FACE
","2,4,5,6","17"" x 7"",18"" x 8"",20"" x 8.5""",KMC Wheels,Rims
Wheels,Colors,KM697 Newton,Size,http://wheelimages.kmcwheels.com/images/wheels/med/kmc_km697_20x85-1512-090-00-300.png,"
SATIN BLACK W MACHINED FACE AND TINTED CLEAR
","2,4,5,6","18"" x 8"",20"" x 8.5"",20"" x 9""",KMC Wheels,Rims
Wheels,Colors,KM699,Size,http://wheelimages.kmcwheels.com/images/wheels/med/kmc_km699_22x9-1602-208-00-300.png,"
SATIN BLACK
","2,4,5,6","22"" x 9""",KMC Wheels,Rims
Wheels,Colors,KM696 Pivot,Size,http://wheelimages.kmcwheels.com/images/wheels/med/kmc_km6966_20x9-1512-097-00-HR_edit-300.png,"
BRONZE
","2,4,5,6","20"" x 8.5"",20"" x 9.5"",22"" x 9.5""",KMC Wheels,Rims
Wheels,Colors,KM691 Spin,Size,http://wheelimages.kmcwheels.com/images/wheels/med/km_km6914_20x10-1411-011-00-300.png,"
GUN METAL
","2,4,5,6","18"" x 8"",19"" x 8.5"",19"" x 9.5"",20"" x 10"",20"" x 8.5"",20"" x 9""",KMC Wheels,Rims
Wheels,Colors,KM696 Pivot,Size,http://wheelimages.kmcwheels.com/images/wheels/med/kmc_km6967_20x9-1512-096-00-300.png,"
SATIN BLACK
","2,4,5,6","20"" x 8.5"",20"" x 9.5"",22"" x 9.5""",KMC Wheels,Rims
Wheels,Colors,KM697 Newton,Size,http://wheelimages.kmcwheels.com/images/wheels/med/kmc_km6976_20x9-1512-058-00-3001.png,"
GOLD
","2,4,5,6","20"" x 8.5"",20"" x 9.5"",22"" x 9.5""",KMC Wheels,Rims
